ncbigene_id	name	chr	start	stop
107985506	LOC107985506	21	6095868	6103405
107985507	LOC107985507	21	37698658	37714314
107985508	LOC107985508	21	22200750	22403095
107985509	LOC107985509	21	22401979	22408406
107985511	LOC107985511	21	17191573	17271160
107985512	LOC107985512	21	23413892	23423675
107985513	LOC107985513	21	38351867	38355928
107985515	LOC107985515	21	34726836	34743937
107985516	LOC107985516	21	24987064	24993054
107985517	LOC107985517	1	70959624	70966061
107985518	LOC107985518	1	87622072	87630448
107985519	LINC01773	1	87898632	87906527
107985521	LOC107985521	1	93223906	93225692
107985522	LOC107985522	1	120325444	120343590
107985523	LOC107985523	1	120423012	120427698
107985524	LOC107985524	1	120558684	120561266
107985528	LOC107985528	1	144874354	144875094
107985529	LOC107985529	22	27825477	27828983
107985530	LOC107985530	22	31890968	31892461
107985532	LOC107985532	22	21652180	21662362
107985533	LOC107985533	22	31155932	31156812
107985534	LOC107985534	22	27138351	27149136
107985535	LOC107985535	22	45876079	45887725
107985536	LOC107985536	22	48098801	48100204
107985537	LOC107985537	22	45456869	45458389
107985538	SGSM3-AS1	22	40372682	40389335
107985541	LOC107985541	22	29455286	29480045
107985542	LOC107985542	22	22757216	22760550
107985543	LOC107985543	22	22790673	22819302
107985544	LOC107985544	22	30886055	30921778
107985545	LOC107985545	22	32619341	32628542
107985549	LOC107985549	22	28844488	28846511
107985550	LOC107985550	22	42895526	42896868
107985551	LOC107985551	22	42063215	42065730
107985553	LOC107985553	22	49927427	49929305
107985554	LOC107985554	22	23285207	23290331
107985555	LOC107985555	22	23392981	23394812
107985556	LOC107985556	22	50432335	50434958
107985557	FAM136EP	22	46479631	46481760
107985558	LOC107985558	22	23909455	23926485
107985561	LOC107985561	22	32327167	32346382
107985562	LOC107985562	22	38970427	38971702
107985563	LOC107985563	22	39066251	39069982
107985564	EFCAB6-DT	22	43812755	43815780
107985565	LARGE1-AS1	22	33921252	33922765
107985566	LOC107985566	22	46746098	46750217
107985567	LOC107985567	22	41675760	41679042
107985568	LOC107985568	22	50563037	50569142
107985570	LOC107985570	22	44179545	44181256
107985571	LOC107985571	22	44218454	44220077
107985573	LOC107985573	22	17198282	17199541
107985576	LOC107985576	22	37259471	37265556
107985577	LOC107985577	22	23768225	23772103
107985578	NCF4-AS1	22	36847371	36870442
107985579	LOC107985579	22	30483050	30486383
107985580	LOC107985580	22	23527439	23530006
107985581	LOC107985581	22	48167261	48188803
107985582	LOC107985582	22	26998127	27002745
107985584	LOC107985584	22	20696565	20698249
107985588	LOC107985588	22	20437969	20443202
107985590	LOC107985590	22	35573422	35589059
107985591	LOC107985591	1	146458893	146469380
107985593	LOC107985593	1	145886179	145888480
107985594	LOC107985594	1	146044529	146051052
107985595	LOC107985595	1	144930263	144934359
107985596	LOC107985596	1	216470555	216496176
107985599	LOC107985599	1	246290910	246294671
107985614	TRNAV-CAC	1	145157156	145157228
107985615	TRNAV-CAC	1	145161107	145161177
107985627	LOC107985627	X	11221271	11229034
107985628	S100A11P5	X	48177722	48178022
107985629	LOC107985629	X	120270040	120273531
107985630	FAM136GP	X	17767701	17769422
107985631	SMIM15P1	X	43000091	43000386
107985632	LOC107985632	X	30213345	30215463
107985634	LOC107985634	X	9407955	9443523
107985635	LOC107985635	X	83491322	83506815
107985637	LOC107985637	X|Y	1726114	1731080
107985638	MAGEA6-DT	X	152769786	152792169
107985639	S100A11P7	X	48228684	48228984
107985640	LOC107985640	X	52545150	52555523
107985641	LOC107985641	X	52821610	52829260
107985642	LOC107985642	X	55632821	55635655
107985643	LOC107985643	X	91417443	91422538
107985644	NUDT19P6	X	119222505	119235712
107985645	LOC107985645	X	123558300	123558601
107985646	LOC107985646	X	69128802	69136370
107985647	LOC107985647	X	94692935	94702120
107985648	LOC107985648	X	126198215	126224979
107985650	LOC107985650	X	127138083	127139879
107985651	LOC107985651	X	112841746	112847072
107985652	LOC107985652	X	25470099	25477775
107985653	LOC107985653	X	88984713	88989973
107985655	S100A11P9	X	48336896	48337196
107985656	LOC107985656	X	13665711	13681934
107985657	LOC107985657	X	13652496	13653438
107985658	LOC107985658	X	9786721	9791181
107985659	LOC107985659	X	52583988	52588949
107985660	S100A11P8	X	52770782	52771144
107985661	LOC107985661	X	103749666	103766823
107985662	LOC107985662	X	104051467	104055213
107985664	LOC107985664	X	75523499	75791819
107985665	LOC107985665	X	76144693	76152694
107985666	LOC107985666	X	127075537	127077576
107985667	LOC107985667	X	149470903	149472150
107985669	LOC107985669	X	78202903	78221172
107985670	LOC107985670	X	78653062	78722392
107985674	LOC107985674	X	34337692	34344035
107985675	LOC107985675	X	7928007	8456430
107985676	LOC107985676	X	8171819	8181194
107985677	LOC107985677	X|Y	1880270	1884969
107985678	LOC107985678	X	41334303	41337400
107985679	LOC107985679	X	65598804	65603065
107985680	LOC107985680	X	105541008	105551815
107985681	LOC107985681	X	115344323	115374775
107985682	LOC107985682	X	115659631	115660694
107985683	LOC107985683	X	70153631	70156062
107985684	LOC107985684	X	129311686	129328087
107985686	LOC107985686	X	14540958	14557071
107985687	LOC107985687	X	40101735	40106485
107985688	LOC107985688	X	71183381	71198332
107985691	NAA20P1	X	132907150	132910926
107985693	LOC107985693	X	151391300	151397136
107985694	LOC107985694	X	119791742	119805556
107985695	LOC107985695	X	48617239	48639304
107985697	LOC107985697	X|Y	1240609	1263306
107985698	LOC107985698	X	128322358	128697690
107985699	LOC107985699	X	128767028	128782608
107985700	LOC107985700	X	91312254	91314285
107985701	LOC107985701	X	13294843	13302893
107985703	LOC107985703	X	145843689	145875645
107985704	LOC107985704	X	94523394	94600484
107985705	LOC107985705	X	131393008	131408159
107985706	LOC107985706	X|Y	1657742	1703131
107985707	LOC107985707	X	25818812	25882304
107985708	LOC107985708	X	57658460	57668031
107985709	LOC107985709	X	127247125	127303590
107985710	LOC107985710	X	94851181	94919239
107985711	LINC01283	X	39398726	39434787
107985712	LOC107985712	X	54635048	54643619
107985713	LOC107985713	X	88495851	88613463
107985714	LOC107985714	X	96429988	96542338
107985715	LOC107985715	X	8494306	8504790
107985716	LOC107985716	X	8488655	8494300
107985717	LOC107985717	X	42804336	42947018
107985718	S100A11P6	X	48274414	48275049
107985719	LOC107985719	X	119501477	119512803
107985720	LOC107985720	X	47129028	47131199
107985721	LOC107985721	1	200441	203982
107985725	LOC107985725	1	245027888	245033463
107985726	LOC107985726	1	246386641	246390132
107985727	LOC107985727	1	92578687	92584616
107985728	LOC107985728	1	920242	925603
107985729	LOC107985729	1	1433232	1435625
107985730	MIR1302-2HG	1	29925	31294
107985732	LOC107985732	1	2764563	2765628
107985733	LOC107985733	1	6200491	6209338
107985736	LOC107985736	1	16654156	16667144
107985737	MYOM3-AS1	1	24066008	24084295
107985740	LINC02811	1	39803549	39817674
107985743	LOC107985743	1	89743615	89758937
107985744	LOC107985744	1	89771914	89787614
107985745	LOC107985745	1	169662331	169683581
107985746	LOC107985746	1	235073153	235076362
107985747	LOC107985747	1	248740018	248743943
107985748	TRG-CCC6-1	1	121016844	121016914
107985749	TRV-CAC5-1	1	121020728	121020800
107985750	TRN-GTT27-1	1	121048431	121048504
107985751	TRN-GTT9-1	1	145475380	145475453
107985752	TRN-GTT25-1	1	149558418	149558492
107985753	TRNAV-CAC	1	149708659	149708729
107985754	TRN-GTT10-1	1	145129238	145129311
107985755	TRQ-CTG3-1	1	145459657	145459728
107985756	TRN-GTT24-1	1	146370100	146370173
107985757	TRN-GTT5-1	1	16520584	16520657
107985758	TRE-TTC4-1	1	16535278	16535349
107985759	TRG-CCC4-1	1	16678270	16678340
107985760	TRK-CTT7-1	1	54957868	54957940
107985761	TRC-GCA7-1	1	93516276	93516348
107985762	TRN-GTT7-1	1	120844261	120844334
107985763	TRN-GTT11-1	1	120952290	120952363
107985766	LOC107985766	2	52145811	52148272
107985767	LOC107985767	2	61744555	61764594
107985768	LOC107985768	2	62089305	62100980
107985769	LOC107985769	2	63194333	63201234
107985770	LOC107985770	2	69789548	69798997
107985771	LOC107985771	2	87235212	87247901
107985772	LOC107985772	2	87094301	87118266
107985773	LOC107985773	2	109343975	109346955
107985774	LOC107985774	2	109719510	109720115
107985776	LOC107985776	2	110336007	110339476
107985779	LOC107985779	2	141610302	141763219
107985780	LOC107985780	2	158643676	158657682
107985781	FSIP2-AS1	2	185783690	185800150
107985782	LOC107985782	2	185727969	185733908
107985783	LOC107985783	2	185946442	186009894
107985784	LOC107985784	2	186523145	186536326
107985785	LOC107985785	2	191023139	191025656
107985786	LOC107985786	2	200417835	200424404
107985787	LOC107985787	2	241007451	241011165
107985788	LOC107985788	2	241508955	241509909
107985789	LOC107985789	2	101374394	101376271
107985790	SRSF3P6	2	109732300	109736989
107985791	PPIAP60	2	11351626	11353623
107985792	LOC107985792	2	23018104	23198928
107985793	ARL14EPP1	2	37148371	37149401
107985795	LOC107985795	2	56183192	56184132
107985797	LOC107985797	2	91561245	91563423
107985798	LOC107985798	2	91686101	91712109
107985801	LOC107985801	2	95496016	95503564
107985802	LOC107985802	2	108694600	108695047
107985803	LOC107985803	2	127858309	127887186
107985804	LOC107985804	2	132252319	132259572
107985805	LOC107985805	2	176104636	176107183
107985806	LINC01866	2	16966673	16974490
107985807	LOC107985807	2	20120849	20126019
107985808	LOC107985808	2	35159083	35162838
107985809	LOC107985809	2	45115839	45143329
107985810	LOC107985810	2	49216031	49218627
107985811	LOC107985811	2	55759200	55772918
107985812	LOC107985812	2	66282524	66286474
107985813	RPL38P6	2	88428074	88428619
107985814	LOC107985814	2	100640165	100653324
107985815	LOC107985815	2	118389105	118390615
107985817	LOC107985817	2	120007840	120012777
107985818	LINC01826	2	123066155	123073480
107985819	LOC107985819	2	123836873	123913551
107985820	LOC107985820	2	124011933	124025173
107985821	LOC107985821	2	139180702	139182095
107985822	LOC107985822	2	140178455	140181119
107985823	LOC107985823	2	142662833	142687801
107985824	LOC107985824	2	146915217	146950893
107985825	LOC107985825	2	151071427	151077708
107985826	LOC107985826	2	151170297	151174657
107985827	LOC107985827	2	151303720	151306898
107985828	LOC107985828	2	155697975	155704908
107985829	LOC107985829	2	163447081	163457454
107985830	LOC107985830	2	176051609	176055900
107985831	LOC107985831	2	181095478	181097620
107985832	LOC107985832	2	185395112	185398056
107985833	LOC107985833	2	191516591	191548499
107985834	SEC61GP1	2	193730551	193730880
107985835	LOC107985835	2	219350666	219355164
107985836	LOC107985836	2	240211401	240218902
107985838	LOC107985838	2	1842910	1851632
107985839	LOC107985839	2	2654933	2664149
107985840	LOC107985840	2	3130036	3187367
107985841	LOC107985841	2	4135996	4140724
107985842	LOC107985842	2	5540099	5549909
107985843	LOC107985843	2	5601736	5605165
107985844	LINC01824	2	6495658	6504941
107985845	LOC107985845	2	6505415	6524551
107985846	LOC107985846	2	7313565	7330387
107985847	LOC107985847	2	7368028	7380053
107985848	LOC107985848	2	7671589	7702647
107985849	LOC107985849	2	8704754	8712358
107985850	LOC107985850	2	9514248	9517207
107985851	LOC107985851	2	9211106	9214797
107985852	LOC107985852	2	10010243	10024279
107985853	LOC107985853	2	12486282	12490049
107985854	LOC107985854	2	13837861	13909700
107985855	LOC107985855	2	16354991	16432998
107985856	LOC107985856	2	20478624	20501523
107985857	LOC107985857	2	22542733	22548691
107985858	LOC107985858	2	23185205	23189923
107985859	LOC107985859	2	23136884	23138526
107985861	LOC107985861	2	31143858	31162360
107985862	LOC107985862	2	31665649	31729286
107985863	LOC107985863	2	31765052	31772911
107985864	LOC107985864	2	33643072	33650455
107985865	LOC107985865	2	34693013	34700706
107985866	LOC107985866	2	35547950	35577704
107985868	LOC107985868	2	37375065	37384303
107985869	LOC107985869	2	37743285	37788847
107985870	LOC107985870	2	37673861	37685978
107985871	LOC107985871	2	38139485	38170623
107985872	LOC107985872	2	38063692	38066990
107985873	LOC107985873	2	42328666	42334033
107985874	LOC107985874	2	42286725	42310331
107985875	LOC107985875	2	42804821	42811897
107985876	LOC107985876	2	43064035	43069655
107985877	LOC107985877	2	43232734	43233459
107985878	LOC107985878	2	44772449	44781512
107985879	LINC01833	2	44921079	44939198
107985880	LOC107985880	2	46847205	46854059
107985882	LOC107985882	2	47252372	47265457
107985883	LOC107985883	2	52698126	52712593
107985885	PPP4R3B-DT	2	55618219	55625822
107985886	LOC107985886	2	56834793	56838708
107985888	LOC107985888	2	64938611	64943414
107985889	LOC107985889	2	65670541	65680404
107985890	LOC107985890	2	66122409	66126960
107985891	LOC107985891	2	67443578	67464547
107985892	LOC107985892	2	68251352	68300005
107985893	LINC01888	2	68834373	68837725
107985894	LOC107985894	2	68907638	68917902
107985895	LOC107985895	2	70479597	70481571
107985896	LOC107985896	2	71932412	71934736
107985897	LOC107985897	2	73004421	73011174
107985898	LOC107985898	2	73985604	73986303
107985900	LOC107985900	2	75237114	75279225
107985902	LOC107985902	2	79184959	79374200
107985903	LOC107985903	2	80224676	80230863
107985904	LOC107985904	2	80322640	80332639
107985905	LOC107985905	2	84196432	84330856
107985906	LOC107985906	2	84688599	84733435
107985907	SNRPEP11	2	85261816	85262313
107985908	LOC107985908	2	87255390	87323347
107985909	LOC107985909	2	87529228	87545467
107985910	LOC107985910	2	89241483	89243861
107985911	LOC107985911	2	89542838	89585664
107985915	LOC107985915	2	94208805	94258708
107985916	LOC107985916	2	94622615	94635556
107985917	LOC107985917	2	95536130	95544630
107985920	LOC107985920	2	97410564	97421274
107985921	LOC107985921	2	97762214	97767218
107985922	LOC107985922	2	98749351	98751615
107985923	LOC107985923	2	99307071	99321826
107985924	LINC01868	2	100668031	100679962
107985925	LINC01870	2	101485417	101487268
107985926	LOC107985926	2	102031874	102045457
107985927	LOC107985927	2	103855599	103869692
107985928	LINC01965	2	103874267	104078752
107985929	LOC107985929	2	105611148	105616589
107985930	LOC107985930	2	106126676	106129666
107985931	LOC107985931	2	106473811	106487565
107985933	LOC107985933	2	111611962	111619826
107985934	LOC107985934	2	112624277	112639163
107985936	LOC107985936	2	113370391	113374948
107985937	LOC107985937	2	115127490	115131853
107985938	LOC107985938	2	115319767	115336655
107985939	LOC107985939	2	117833730	117841655
107985940	LOC107985940	2	118059966	118088387
107985941	LOC107985941	2	119174419	119206648
107985942	CLASP1-AS1	2	121530331	121533491
107985943	LOC107985943	2	122662478	122663232
107985944	LOC107985944	2	127888740	127893849
107985945	LOC107985945	2	129789718	129806915
107985946	LOC107985946	2	135740828	135742643
107985947	LOC107985947	2	136213723	136229203
107985948	LOC107985948	2	137980260	138043730
107985949	LOC107985949	2	143168408	143173406
107985950	LOC107985950	2	153311480	153337037
107985951	LINC01850	2	153337440	153354865
107985952	LOC107985952	2	155208161	155213329
107985953	LOC107985953	2	155525423	155664713
107985955	LOC107985955	2	156803353	156930620
107985957	LOC107985957	2	163702113	163707226
107985958	LOC107985958	2	166568916	166611217
107985959	LOC107985959	2	168247751	168267314
107985960	LOC107985960	2	172233727	172370113
107985961	LOC107985961	2	173533241	173693670
107985962	LOC107985962	2	175624616	175839265
107985963	LOC107985963	2	176016534	176021073
107985965	LOC107985965	2	176989384	176992891
107985966	LOC107985966	2	176835955	176841731
107985967	LOC107985967	2	179701055	179708184
107985968	LOC107985968	2	184380157	184384422
107985969	LOC107985969	2	193050382	193167292
107985972	LOC107985972	2	195738135	195759669
107985976	LOC107985976	2	202345423	202358840
107985977	LOC107985977	2	210133795	210138825
107985978	LOC107985978	2	211020494	211098085
107985979	LOC107985979	2	212541266	212563857
107985980	LOC107985980	2	212935990	212952045
107985981	LOC107985981	2	213188440	213233077
107985982	LOC107985982	2	215804589	215805885
107985983	LOC107985983	2	216302996	216322598
107985984	LOC107985984	2	216395073	216399865
107985985	SMARCAL1-AS1	2	216385121	216412499
107985986	LOC107985986	2	218818341	218819143
107985987	LOC107985987	2	219047022	219051822
107985988	LOC107985988	2	220810875	221043232
107985989	LOC107985989	2	220748616	220807961
107985990	LOC107985990	2	220835623	220870698
107985991	LOC107985991	2	222213537	222221209
107985992	LOC107985992	2	225770597	225887239
107985993	LOC107985993	2	228162053	228169600
107985994	LOC107985994	2	229407466	229410409
107985995	LOC107985995	2	230066738	230120038
107985996	LOC107985996	2	230024962	230051100
107985997	LOC107985997	2	230121973	230140146
107985998	LOC107985998	2	231478343	231484549
107985999	LOC107985999	2	232410587	232414515
107986000	LOC107986000	2	235730625	235734590
107986001	LOC107986001	2	236593169	236602747
107986002	LOC107986002	2	236804201	236808754
107986003	LOC107986003	2	238449195	238456675
107986004	LOC107986004	2	241818149	241822728
107986007	LOC107986007	3	3827411	3876763
107986008	LOC107986008	3	4338823	4339993
107986009	LOC107986009	3	8573793	8611892
107986010	LOC107986010	3	8363907	8371938
107986011	LOC107986011	3	24507496	24522811
107986012	LOC107986012	3	28555880	28575595
107986013	LOC107986013	3	29408274	29410981
107986014	PPIAP71	3	60731109	60732715
107986015	LOC107986015	3	60324530	60331645
107986016	LOC107986016	3	61620853	61627799
107986017	LOC107986017	3	65103678	65105909
107986018	LOC107986018	3	65743951	65782946
107986019	LOC107986019	3	68246617	68318961
107986020	LOC107986020	3	76357354	76378527
107986021	LOC107986021	3	106911882	106927873
107986022	LOC107986022	3	117720537	117997619
107986023	LOC107986023	3	130748959	130893877
107986024	LOC107986024	3	131070624	131074347
107986025	LOC107986025	3	131401027	131407395
107986027	LOC107986027	3	174886485	174889664
107986028	LOC107986028	3	192661444	192673456
107986029	LOC107986029	3	195623917	195625833
107986031	LOC107986031	3	196316709	196318004
107986032	LOC107986032	3	36878396	36880728
107986033	LOC107986033	3	72772518	72774896
107986034	KIAA1143P2	3	27703124	27709782
107986036	LOC107986036	3	66622691	66623169
107986039	LOC107986039	3	167956298	167956613
107986040	LOC107986040	3	67884	70119
107986041	LINC01967	3	28010418	28028592
107986042	LOC107986042	3	38822853	38825298
107986043	LOC107986043	3	63136327	63148796
107986044	LOC107986044	3	126376624	126392247
107986045	LOC107986045	3	148936578	148957453
107986046	LINC01998	3	150077493	150080118
107986047	LOC107986047	3	151930551	151969498
107986048	LOC107986048	3	162161821	162194736
107986049	LOC107986049	3	162204735	162217622
107986050	LOC107986050	3	164898304	164904697
107986051	LOC107986051	3	169028781	169064202
107986052	LOC107986052	3	172849088	172852670
107986053	LOC107986053	3	177226386	177248632
107986054	LOC107986054	3	182693051	182699987
107986055	LOC107986055	3	185558319	185562096
107986056	LOC107986056	3	192727722	192745185
107986057	LOC107986057	3	123591	132629
107986058	LOC107986058	3	855141	870160
107986059	LOC107986059	3	878329	909481
107986061	LOC107986061	3	8818109	8824829
107986063	XPC-AS1	3	14149561	14151054
107986064	LOC107986064	3	15962143	15970935
107986065	LOC107986065	3	16296333	16301261
107986066	LOC107986066	3	18966103	19125804
107986067	LOC107986067	3	20186573	20226867
107986068	LOC107986068	3	20904345	20954206
107986069	LOC107986069	3	23592456	23597232
107986070	LOC107986070	3	24768769	24796968
107986071	LOC107986071	3	27647685	27649029
107986072	LOC107986072	3	32991923	32993404
107986073	LOC107986073	3	33018567	33027544
107986075	LOC107986075	3	39419204	39424071
107986076	LOC107986076	3	41401347	41402861
107986077	LOC107986077	3	42012293	42013709
107986079	LOC107986079	3	43086945	43105542
107986080	LOC107986080	3	43453480	43461274
107986081	LOC107986081	3	43844000	43912252
107986082	LOC107986082	3	45792732	45806363
107986083	LOC107986083	3	45817378	45827510
107986085	LINC02019	3	50669988	50672068
107986086	LOC107986086	3	52282892	52288262
107986087	LOC107986087	3	53269867	53299049
107986088	LOC107986088	3	54613252	54626343
107986089	LOC107986089	3	54978105	54981497
107986091	LOC107986091	3	58213789	58214748
107986092	LOC107986092	3	58471372	58485384
107986093	LOC107986093	3	64028701	64032582
107986094	LOC107986094	3	65259644	65331209
107986095	LOC107986095	3	66177100	66195530
107986096	MDFIC2	3	70194478	70312637
107986097	LOC107986097	3	72738912	72745131
107986098	LOC107986098	3	73095233	73317468
107986099	LOC107986099	3	75139567	75144823
107986100	LINC02018	3	75435307	75512176
107986101	LOC107986101	3	75550749	75556492
107986103	LOC107986103	3	97032410	97037682
107986104	LOC107986104	3	99316108	99329845
107986105	LOC107986105	3	102298856	102302868
107986106	LOC107986106	3	102660922	102667021
107986107	LOC107986107	3	104522745	104570085
107986108	LOC107986108	3	104630480	104910014
107986109	LOC107986109	3	105869137	105896031
107986110	LOC107986110	3	106186831	106189297
107986112	LOC107986112	3	106298883	106304270
107986114	LOC107986114	3	113019065	113143935
107986115	LOC107986115	3	114214390	114235393
107986116	LOC107986116	3	115960122	115977850
107986118	LOC107986118	3	119559738	119562271
107986119	LOC107986119	3	120095699	120100436
107986120	LOC107986120	3	120483562	120484863
107986121	LOC107986121	3	120487152	120511891
107986123	LOC107986123	3	124405683	124408539
107986124	LOC107986124	3	126278163	126291524
107986125	LINC02034	3	127537018	127556873
107986126	LOC107986126	3	127620279	127628995
107986127	LOC107986127	3	127744218	127751504
107986129	LOC107986129	3	127830912	127923249
107986131	LOC107986131	3	130153175	130156174
107986133	LOC107986133	3	130166491	130176176
107986135	LOC107986135	3	135992109	135999551
107986136	IL20RB-AS1	3	136945985	136982195
107986138	LOC107986138	3	145939840	145964124
107986140	LOC107986140	3	149285034	149287858
107986141	LOC107986141	3	150306418	150353288
107986142	LOC107986142	3	150339856	150343669
107986147	LINC02083	3	153433212	153443559
107986148	LOC107986148	3	156678620	156682272
107986149	LOC107986149	3	160126644	160127350
107986150	LOC107986150	3	161385119	161402204
107986151	LOC107986151	3	164651228	164661035
107986152	LOC107986152	3	167996666	168009447
107986153	LOC107986153	3	172181819	172187292
107986154	LOC107986154	3	177920642	177934361
107986155	LOC107986155	3	178201405	178206916
107986156	LOC107986156	3	178224175	178226386
107986157	LOC107986157	3	179489625	179527876
107986160	LOC107986160	3	183283752	183300560
107986161	LOC107986161	3	183305784	183309044
107986162	LOC107986162	3	183635364	183636620
107986163	LOC107986163	3	184712242	184738944
107986164	LINC02020	3	186440344	186445241
107986165	LINC02051	3	186476599	186479425
107986166	LOC107986166	3	187994322	188042596
107986167	LOC107986167	3	188992206	189099086
107986168	LOC107986168	3	188947379	188957656
107986169	LOC107986169	3	189490230	189568245
107986171	LOC107986171	3	191156152	191169184
107986172	LOC107986172	3	194159792	194162284
107986173	LOC107986173	3	194848200	194853902
107986174	LOC107986174	3	194835608	194841131
107986176	LOC107986176	3	197638438	197639835
107986177	LOC107986177	3	198152154	198152797
107986178	LOC107986178	4	11455071	11776217
107986179	LOC107986179	4	11914654	11941759
107986180	LOC107986180	4	12124526	12129483
107986181	LOC107986181	4	12704052	12725660
107986182	LOC107986182	4	13832390	14001616
107986183	LOC107986183	4	13658826	13698482
107986184	LOC107986184	4	13706871	13730792
107986185	LOC107986185	4	15446326	15448493
107986186	LOC107986186	4	15754070	15756457
107986187	LOC107986187	4	16176683	16179568
107986188	LOC107986188	4	16893289	16897937
107986189	LOC107986189	4	86711098	86714406
107986190	LOC107986190	4	105789283	105794812
107986192	LOC107986192	4	119627789	119630754
107986193	LOC107986193	4	119391440	119394007
107986194	LOC107986194	4	142924753	143043518
107986195	LOC107986195	4	148538436	149034705
107986196	LOC107986196	4	151124209	151141112
107986197	LOC107986197	4	151672902	151678090
107986198	LOC107986198	4	168488508	168532391
107986199	PALLD-AS1	4	168647897	168648967
107986200	LOC107986200	4	168962524	168966937
107986201	LOC107986201	4	172931505	172939192
107986202	LOC107986202	4	173434804	173438216
107986203	LOC107986203	4	173697358	173698982
107986204	LOC107986204	4	174064090	174090238
107986205	LOC107986205	4	181375773	181427744
107986206	LOC107986206	4	185379721	185392769
107986207	LOC107986207	4	67638017	67638358
107986208	LOC107986208	4	71300256	71301178
107986209	H3P14	4	112564972	112565385
107986214	LOC107986214	4	49516045	49524762
107986217	LOC107986217	4	183333032	183337619
107986218	LOC107986218	4	4922151	4923372
107986219	LOC107986219	4	17273820	17276980
107986220	LOC107986220	4	18155332	18157397
107986221	LOC107986221	4	29515669	29581469
107986222	LOC107986222	4	31984492	31990445
107986223	LOC107986223	4	32437067	32560465
107986224	LOC107986224	4	38561431	38561783
107986225	LOC107986225	4	40661549	40690621
107986226	LINC02358	4	54845486	54859516
107986228	LOC107986228	4	58567286	58590242
107986229	LOC107986229	4	74552715	74585097
107986230	LOC107986230	4	75448495	75455878
107986231	LOC107986231	4	98713699	98713970
107986232	LOC107986232	4	100102232	100104476
107986233	LINC01218	4	100811428	100816062
107986234	LOC107986234	4	108686488	108691529
107986235	LOC107986235	4	114295452	114305126
107986236	LOC107986236	4	132033867	132061900
107986237	LOC107986237	4	134944274	134944522
107986238	LOC107986238	4	157514691	157518722
107986239	LOC107986239	4	160250404	160252908
107986240	LOC107986240	4	169758098	169762926
107986241	LINC02512	4	170342820	170399138
107986245	LOC107986245	4	694769	700628
107986246	LOC107986246	4	739426	741415
107986249	LOC107986249	4	2371476	2374388
107986250	LOC107986250	4	2464524	2469000
107986251	LINC02600	4	3758747	3765836
107986252	LOC107986252	4	4077013	4086708
107986253	LOC107986253	4	4411724	4414959
107986254	LOC107986254	4	4522968	4529142
107986256	LOC107986256	4	5039318	5044673
107986257	LOC107986257	4	6302885	6308708
107986258	LOC107986258	4	7560238	7565446
107986260	LOC107986260	4	10403596	10410277
107986261	LOC107986261	4	16113846	16120903
107986262	LOC107986262	4	18167664	18226764
107986263	LOC107986263	4	18968495	19019370
107986264	LINC02438	4	19218808	19456869
107986265	LOC107986265	4	22726392	22727044
107986266	LINC02473	4	24659855	24671573
107986268	LOC107986268	4	28361978	28387850
107986269	LOC107986269	4	28311518	28314092
107986270	LOC107986270	4	34657043	34658683
107986271	LOC107986271	4	34666546	34679497
107986272	LOC107986272	4	34902609	34920681
107986273	LOC107986273	4	40976048	40988397
107986275	LOC107986275	4	44293496	44316696
107986276	LOC107986276	4	47175190	47189426
107986277	LOC107986277	4	47463734	47470478
107986278	LOC107986278	4	48410257	48413016
107986279	LOC107986279	4	52298670	52354066
107986281	LOC107986281	4	52750836	52753571
107986283	LOC107986283	4	57132339	57141194
107986284	LOC107986284	4	64774621	64890177
107986285	LOC107986285	4	71593514	71606914
107986286	LOC107986286	4	72979587	72994443
107986287	LOC107986287	4	73531694	73534390
107986289	LOC107986289	4	75039487	75080900
107986290	LOC107986290	4	76996622	76998872
107986291	LOC107986291	4	76898250	76945130
107986292	LOC107986292	4	77179032	77192572
107986293	LOC107986293	4	78067905	78073891
107986294	LOC107986294	4	79562154	79625086
107986295	LOC107986295	4	92839136	92851948
107986297	LOC107986297	4	101689446	101754287
107986298	LOC107986298	4	107907729	107989721
107986299	LOC107986299	4	107935617	107937548
107986300	LOC107986300	4	108309581	108332927
107986302	LOC107986302	4	109650321	109656351
107986303	LOC107986303	4	110196091	110198397
107986304	LOC107986304	4	112443572	112449204
107986305	LOC107986305	4	113979894	113981525
107986306	LOC107986306	4	116750949	116953148
107986307	LOC107986307	4	118054736	118136686
107986309	LOC107986309	4	121392423	121515622
107986310	LOC107986310	4	121524556	121528956
107986311	LINC02435	4	123521447	123527823
107986312	LOC107986312	4	127228467	127282260
107986313	LINC02465	4	129771618	129955367
107986314	LOC107986314	4	137665209	137682445
107986315	LOC107986315	4	137943278	137956705
107986317	LOC107986317	4	144114773	144190642
107986319	LINC02430	4	149147792	149154164
107986320	LOC107986320	4	149248574	149264424
107986321	NPY2R-AS1	4	155206535	155208175
107986322	LINC02272	4	156623024	156642500
107986324	LOC107986324	4	159540314	160027465
107986325	LOC107986325	4	163622543	163699947
107986326	LOC107986326	4	170062688	170066705
107986327	LOC107986327	4	182968441	182986033
107986328	LOC107986328	4	183030413	183037128
107986329	LOC107986329	4	183564830	183576430
107986330	LOC107986330	4	184030183	184065129
107986332	LOC107986332	4	184349820	184353321
107986333	LINC02437	4	184989346	185005778
107986334	LOC107986334	4	186621914	186628146
107986335	LOC107986335	4	187226022	187260510
